image_filename,weight,foot,inch
BM150.png,146.31934566145094,4.666666666666667,5
WM7.png,130.7859174964438,4.541666666666667,5
AM248_old-WM194.png,161.06685633001422,4.958333333333333,5
BF61-WF72.png,121.8172119487909,4.625,5
WM114-BM29.png,186.67852062588904,5.083333333333333,5
WF6.png,134.3918918918919,4.666666666666667,5
BM159.png,128.05832147937411,4.541666666666667,5
BF43-BF14.png,140.72546230440966,5.083333333333333,5
WF107.png,140.9103840682788,5.041666666666667,5
BM81-WM193.png,128.6593172119488,4.291666666666667,5
WM77-BM51.png,146.6429587482219,4.625,5
WF12.png,136.14864864864865,4.625,5
WF25.png,146.9203413940256,4.458333333333333,5
AM213_old-WM64.png,144.83997155049786,4.625,5
BM85.png,126.67140825035563,4.75,5
WF42.png,152.83783783783784,4.708333333333333,5
AM218-WM77.png,170.22048364153628,5.0,5
BM81-BM12.png,188.6664295874822,5.041666666666667,5
WF32.png,160.55832147937411,4.625,5
AM207-WM114.png,123.11166429587482,4.333333333333333,5
BM81-WM22.png,170.63655761024182,5.041666666666667,5
BF7.png,161.52916073968706,5.083333333333333,5
WF90.png,117.00924608819345,4.708333333333333,5
WM59.png,171.28378378378378,5.125,5
BF54-WF82.png,171.33001422475107,5.416666666666667,5
WM44.png,164.90398293029872,5.0,5
WM42.png,136.61095305832148,4.583333333333333,5
WM103-BM6.png,182.65647226173542,5.208333333333333,5
AM236_old-WM59.png,166.2908961593172,4.958333333333333,5
WF28-WF70.png,145.20981507823612,4.541666666666667,5
WM180.png,130.69345661450924,4.541666666666667,5
WM181.png,132.21906116642958,4.666666666666667,5
WM87.png,146.31934566145094,4.583333333333333,5
AF216-WF14.png,169.0184921763869,5.125,5
WM183.png,169.6194879089616,5.125,5
BM69.png,120.89260312944523,4.708333333333333,5
WM84.png,121.49359886201991,4.666666666666667,5
AM218-WM97.png,128.8904694167852,4.291666666666667,5
WF101.png,179.65149359886203,4.958333333333333,5
WM57.png,109.42745376955904,4.583333333333333,5
BM131.png,118.62731152204836,4.333333333333333,5
BF14-BF16.png,222.13726884779516,5.125,5
BM136.png,167.81650071123755,5.041666666666667,5
BM105.png,125.83926031294452,4.625,5
BM76.png,183.90469416785206,5.0,5
WM172.png,106.09886201991465,4.541666666666667,5
WM18.png,111.46159317211949,4.583333333333333,5
WM109.png,202.99786628733997,5.166666666666667,5
WF6-BF43.png,140.5867709815078,5.125,5
WM111.png,176.83143669985776,5.333333333333333,5
WM199.png,175.81436699857753,4.916666666666667,5
WF75.png,153.62375533428164,4.75,5
AF226-WF75.png,157.3684210526316,4.791666666666667,5
WF94.png,157.50711237553344,5.125,5
WF72-BF61.png,175.074679943101,5.083333333333333,5
WM117.png,182.84139402560456,5.166666666666667,5
WM100.png,143.82290184921763,4.583333333333333,5
BF13.png,183.34992887624466,5.083333333333333,5
BF16-WF72.png,129.86130867709815,4.666666666666667,5
